feature_16,feature_9,feature_17,feature_3,feature_2,feature_20,feature_1,feature_59,feature_55,feature_11,feature_4,feature_7,feature_23,feature_66,feature_21,feature_8,feature_6,feature_14,feature_10,feature_13,feature_19,feature_5,feature_22
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,0,0.625,0.0,0.25,0,25,1,0,0,1.0,4,0.75
1.0,1,0.0,1,0,1.0,0,1.0,0.453351,1,20,0,0.625,0.0,0.25,0,25,1,0,1,1.0,4,0.75
1.0,1,0.0,1,0,1.0,0,1.0,0.578849,1,20,0,0.625,0.7012970000000001,0.25,0,25,1,0,1,1.0,4,0.75
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,0,0.625,0.1100859999999999,0.25,0,25,1,0,1,1.0,4,0.75
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,0,0.625,0.011044,0.25,0,25,1,0,1,1.0,4,0.75
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,0,0.625,0.0,0.25,0,25,1,0,0,1.0,4,0.75
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,0,0.625,0.0,0.25,0,25,1,0,0,1.0,4,0.75
1.0,1,0.0,1,0,1.0,0,0.0,0.0,0,20,0,0.625,0.0,0.25,0,25,1,0,0,1.0,4,0.75
0.0,1,1.0,1,0,0.5,0,0.0,0.469231,0,20,0,0.5,0.516429,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.710572,0,20,0,0.5,0.0120069999999999,0.5,0,41,0,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.340511,0,20,0,0.5,0.790295,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.547754,0,20,0,0.5,0.596449,0.5,0,41,0,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.433072,0,20,0,0.5,0.703984,0.5,0,41,0,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.346863,0,20,0,0.5,0.776045,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.0,0,20,0,0.5,0.909455,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.455818,0,20,0,0.5,0.960592,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.628677,0,20,0,0.5,0.002848,0.5,0,41,1,0,0,0.0,4,1.0
0.0,0,1.0,1,0,0.5,0,0.0,0.0,0,20,0,0.5,0.0256759999999999,0.5,0,41,0,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.0,0,20,0,0.5,0.225998,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.594083,0,20,0,0.5,0.519465,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.366748,0,20,0,0.5,0.046119,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.801362,0,20,0,0.5,0.990204,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.66973,0,20,0,0.5,0.99994,0.5,0,41,1,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.483716,0,20,0,0.5,0.0,0.5,0,41,0,0,0,0.0,4,1.0
0.0,1,1.0,1,0,0.5,0,0.0,0.5879489999999999,0,20,0,0.5,0.029955,0.5,0,41,0,0,0,0.0,4,1.0
1.0,1,0.0,1,0,0.0,0,0.0,0.513488,0,20,0,0.0,0.133381,0.0,5,49,0,0,0,0.0,4,1.0
1.0,1,0.0,1,0,0.0,0,0.0,0.757562,0,20,0,0.0,0.426591,0.0,5,49,0,0,1,0.0,4,1.0
1.0,1,0.0,1,0,0.0,0,0.0,0.502088,0,20,0,0.0,0.031865,0.0,5,49,0,0,0,0.0,4,1.0
1.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.577763,0.0,5,49,0,0,0,0.0,4,1.0
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.97303,0,9,0,1.0,0.30698,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.0,0,9,0,1.0,0.529608,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.887684,0,9,0,1.0,0.625015,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,1.0,0.0,1,9,0,1.0,0.316688,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.0,0,9,0,1.0,0.288009,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.702759,0,9,0,1.0,0.086938,0.333333,3,49,0,1,1,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.0,0,9,0,1.0,0.0,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.8660260000000001,0,9,0,1.0,0.24985,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.0,0,9,0,1.0,0.194718,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.0,0,9,0,1.0,0.0308279999999999,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.0,0,9,0,1.0,0.008209,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.695807,0,9,0,1.0,0.042767,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,1.0,0.671354,1,9,0,1.0,0.7400770000000001,0.333333,3,49,0,1,1,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,1.0,0.7349439999999999,1,9,0,1.0,0.067415,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.647675,0,9,0,1.0,0.867366,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,0,0.0,0,0,0.2222219999999999,0,0.0,0.8327950000000001,0,9,0,1.0,0.30158,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,1.0,0.0,1,9,0,1.0,0.121425,0.333333,3,49,0,1,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.658048,0,9,0,1.0,0.4542069999999999,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,0.0,0.758525,0,9,0,1.0,0.4540899999999999,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,0.2222219999999999,0,1.0,0.5972810000000001,0,9,0,1.0,0.073653,0.333333,3,49,0,0,0,0.333333,4,0.777778
1.0,1,0.0,0,0,1.0,0,0.0,0.0,0,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,0,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,0,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,0.0,0.0,0,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,0.0,0.0,0,9,0,0.0,0.0,0.666667,0,25,1,0,1,0.0,4,0.666667
1.0,0,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,0,0.0,0,0,1.0,0,0.0,0.0,0,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,0,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,0.0,0.0,0,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,0,0.0,0,0,1.0,0,0.9,0.766464,1,9,0,0.0,0.227626,0.666667,0,25,1,0,1,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,1,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,0.0,0.0,0,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,0,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,0,0,1.0,0,1.0,0.0,1,9,0,0.0,0.0,0.666667,0,25,1,0,0,0.0,4,0.666667
1.0,1,0.0,1,0,0.333333,0,0.5366489999999999,0.0,0,20,7,1.0,0.007726,1.0,4,34,0,1,1,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.7178680000000001,1,20,7,1.0,0.000113,1.0,4,34,0,1,0,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.0,0,20,7,1.0,0.948773,1.0,4,34,0,0,1,0.333333,4,0.666667
1.0,0,0.0,1,0,0.333333,0,0.0,0.0,0,20,7,1.0,0.691441,1.0,4,34,0,1,0,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.775891,0,20,7,1.0,0.944205,1.0,4,34,0,0,0,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,0.0,0.0,0,20,7,1.0,0.005632,1.0,4,34,0,0,0,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,0.5366489999999999,0.817647,0,20,7,1.0,0.002072,1.0,4,34,0,1,1,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,0.0,0.0,0,20,7,1.0,0.873259,1.0,4,34,0,0,0,0.333333,4,0.666667
1.0,0,0.0,1,0,0.333333,0,1.0,0.65909,0,20,7,1.0,0.476597,1.0,4,34,0,0,1,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.0,1,20,7,1.0,0.748103,1.0,4,34,0,1,1,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.0,1,20,7,1.0,0.894202,1.0,4,34,0,1,0,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,0.5366489999999999,0.0,0,20,7,1.0,0.879545,1.0,4,34,0,1,1,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.0,1,20,7,1.0,0.002589,1.0,4,34,0,1,1,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.0,1,20,7,1.0,0.14502,1.0,4,34,0,1,0,0.333333,4,0.666667
1.0,1,0.0,1,0,0.333333,0,1.0,0.930471,0,20,7,1.0,0.915863,1.0,4,34,0,0,0,0.333333,4,0.666667
1.0,1,0.0,1,0,0.666667,0,0.9,0.0,0,20,0,0.333333,0.402509,0.666667,4,49,0,0,1,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.0,0,20,0,0.333333,0.009646,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.765408,0,20,0,0.333333,0.026788,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.789821,0,20,0,0.333333,0.15655,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.7629279999999999,0,20,0,0.333333,0.4944409999999999,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.0,0,20,0,0.333333,0.982523,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.496699,0,20,0,0.333333,0.020247,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.0,0,20,0,0.333333,0.248838,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.0,0,20,0,0.333333,0.039978,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.0,0,20,0,0.333333,0.134555,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.0,0,20,0,0.333333,0.0,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.83505,0,20,0,0.333333,0.338412,0.666667,4,49,0,0,1,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.0,0,20,0,0.333333,0.0,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.9,0.8240139999999999,0,20,0,0.333333,0.118292,0.666667,4,49,0,0,1,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.7175,0,20,0,0.333333,0.0717,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.906139,0,20,0,0.333333,0.362005,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.0,0.5558569999999999,0,20,0,0.333333,0.011034,0.666667,4,49,0,0,0,0.166667,4,1.0
1.0,1,0.0,1,0,0.666667,0,0.9,0.807575,0,20,0,0.333333,0.046207,0.666667,4,49,0,0,1,0.166667,4,1.0
1.0,1,0.010526,0,0,0.0,2,1.0,0.798411,1,9,6,0.4,0.560964,1.0,5,46,0,1,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.000806,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.101546,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.0,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.007488,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.7370720000000001,0,9,6,0.4,0.021582,1.0,5,46,0,0,1,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.575034,0,9,6,0.4,0.0384529999999999,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.086234,1.0,5,46,0,0,0,0.0,3,0.4
1.0,0,0.010526,0,0,0.0,2,0.0,0.404404,0,9,6,0.4,0.644738,1.0,5,46,0,1,0,0.0,3,0.4
1.0,0,0.010526,0,0,0.0,2,0.9,0.644406,1,9,6,0.4,0.011915,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.460502,1.0,5,46,0,0,1,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.368879,0,9,6,0.4,0.042713,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.8235709999999999,0,9,6,0.4,0.978708,1.0,5,46,0,1,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.128675,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.658862,0,9,6,0.4,0.99939,1.0,5,46,0,1,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.710341,0,9,6,0.4,0.010933,1.0,5,46,0,1,1,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.0,1.0,5,46,0,1,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.8678370000000001,0,9,6,0.4,0.003858,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.4209449999999999,0,9,6,0.4,0.092139,1.0,5,46,0,1,1,0.0,3,0.4
1.0,1,0.010526,0,0,0.0,2,0.0,0.0,0,9,6,0.4,0.104917,1.0,5,46,0,0,0,0.0,3,0.4
1.0,1,0.013699,1,0,0.529412,0,0.0,0.629488,0,20,5,0.0,0.315765,0.117647,0,49,0,0,0,1.0,4,0.0
1.0,1,0.013699,1,0,0.529412,0,0.0,0.0,0,20,5,0.0,0.916422,0.117647,0,49,0,0,1,1.0,4,0.0
1.0,1,0.013699,1,0,0.529412,0,0.0,0.0,0,20,5,0.0,0.696487,0.117647,0,49,0,0,0,1.0,4,0.0
1.0,1,0.013699,1,0,0.529412,0,0.0,0.805867,0,20,5,0.0,0.430583,0.117647,0,49,0,0,0,1.0,4,0.0
1.0,1,0.0,1,0,0.2,0,1.0,0.368123,1,20,0,0.2,0.280858,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.508714,1,20,0,0.2,0.21215,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.484074,1,20,0,0.2,0.001387,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,0.0,0.78657,0,20,0,0.2,0.082236,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.696244,1,20,0,0.2,0.0400509999999999,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,0.0,0.915567,0,20,0,0.2,0.004605,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.5141979999999999,1,20,0,0.2,0.066075,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.711975,1,20,0,0.2,0.486497,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,0.0,0.729488,0,20,0,0.2,0.139131,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.7574029999999999,1,20,0,0.2,0.025168,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,0.0,0.479359,0,20,0,0.2,0.504997,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,0.0,0.499443,0,20,0,0.2,0.404175,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,0.0,0.719206,0,20,0,0.2,0.7587649999999999,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.920358,1,20,0,0.2,0.042531,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,1.0,0.46543,1,20,0,0.2,0.310277,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.0,1,0,0.2,0,0.0,0.914837,0,20,0,0.2,0.186844,0.0,2,46,0,1,0,1.0,4,0.2
1.0,1,0.666667,0,0,0.0,0,1.0,0.573453,1,9,0,1.0,0.872288,0.0,5,40,1,1,1,0.0,4,0.0
1.0,1,0.666667,0,0,0.0,0,1.0,0.0,1,9,0,1.0,0.993615,0.0,5,40,1,1,1,0.0,4,0.0
1.0,1,0.666667,0,0,0.0,0,1.0,0.4273869999999999,1,9,0,1.0,0.452052,0.0,5,40,1,1,1,0.0,4,0.0
1.0,1,0.666667,0,0,0.0,0,1.0,0.0,1,9,0,1.0,0.922299,0.0,5,40,1,1,0,0.0,4,0.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.779181,0,9,4,1.0,0.0,1.0,4,40,0,0,0,0.0,4,1.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.0,0,9,4,1.0,0.0,1.0,4,40,0,0,0,0.0,4,1.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.0,0,9,4,1.0,0.902463,1.0,4,40,0,0,0,0.0,4,1.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.813072,0,9,4,1.0,0.8675350000000001,1.0,4,40,0,0,0,0.0,4,1.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.578681,0,9,4,1.0,0.999973,1.0,4,40,0,0,0,0.0,4,1.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.7698109999999999,0,9,4,1.0,0.980885,1.0,4,40,0,0,0,0.0,4,1.0
1.0,0,0.909091,0,0,1.0,0,0.0,0.831559,0,9,4,1.0,0.008832,1.0,4,40,0,0,0,0.0,4,1.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.665238,0,9,4,1.0,0.255009,1.0,4,40,0,0,0,0.0,4,1.0
1.0,0,0.909091,0,0,1.0,0,0.0,0.614683,0,9,4,1.0,0.923348,1.0,4,40,0,0,0,0.0,4,1.0
1.0,1,0.909091,0,0,1.0,0,0.0,0.6718029999999999,0,9,4,1.0,0.308114,1.0,4,40,0,0,0,0.0,4,1.0
